"Page type","ICD-O-3 Hist/behav","Summary Interval","Derived AJCC Stage Group, 6th ed (2004-2015)","N","Cause-Spec"
Survival Summary Page,8770/3: Mixed epithelioid and spindle cell melanoma,84 mo,IIIES,0, 
Survival Summary Page,8770/3: Mixed epithelioid and spindle cell melanoma,84 mo,IV,1,0.000
Survival Summary Page,8770/3: Mixed epithelioid and spindle cell melanoma,84 mo,IVNOS,0, 
Survival Summary Page,8770/3: Mixed epithelioid and spindle cell melanoma,84 mo,IVA,0, 
Survival Summary Page,8770/3: Mixed epithelioid and spindle cell melanoma,84 mo,IVB,0, 
Survival Summary Page,8770/3: Mixed epithelioid and spindle cell melanoma,84 mo,IVC,0, 
Survival Summary Page,8770/3: Mixed epithelioid and spindle cell melanoma,84 mo,NA,0, 
Survival Summary Page,8770/3: Mixed epithelioid and spindle cell melanoma,84 mo,OCCULT,0, 
Survival Summary Page,8770/3: Mixed epithelioid and spindle cell melanoma,84 mo,UNK Stage,0, 
Survival Summary Page,8770/3: Mixed epithelioid and spindle cell melanoma,84 mo,Blank(s),0, 
Survival Summary Page,"8800/3: Sarcoma, NOS",84 mo,0,0, 
Survival Summary Page,"8800/3: Sarcoma, NOS",84 mo,0a,0, 
Survival Summary Page,"8800/3: Sarcoma, NOS",84 mo,0is,0, 
Survival Summary Page,"8800/3: Sarcoma, NOS",84 mo,I,0, 
Survival Summary Page,"8800/3: Sarcoma, NOS",84 mo,INOS,0, 
Survival Summary Page,"8800/3: Sarcoma, NOS",84 mo,IA,0, 
Survival Summary Page,"8800/3: Sarcoma, NOS",84 mo,IA1,0, 
Survival Summary Page,"8800/3: Sarcoma, NOS",84 mo,IA2,0, 
Survival Summary Page,"8800/3: Sarcoma, NOS",84 mo,IB,0, 
Survival Summary Page,"8800/3: Sarcoma, NOS",84 mo,IB1,0, 
Survival Summary Page,"8800/3: Sarcoma, NOS",84 mo,IB2,0, 
Survival Summary Page,"8800/3: Sarcoma, NOS",84 mo,IC,0, 
Survival Summary Page,"8800/3: Sarcoma, NOS",84 mo,IS,0, 
Survival Summary Page,"8800/3: Sarcoma, NOS",84 mo,IEA,0, 
Survival Summary Page,"8800/3: Sarcoma, NOS",84 mo,IEB,0, 
Survival Summary Page,"8800/3: Sarcoma, NOS",84 mo,IE,0, 
Survival Summary Page,"8800/3: Sarcoma, NOS",84 mo,ISA,0, 
Survival Summary Page,"8800/3: Sarcoma, NOS",84 mo,ISB,0, 
Survival Summary Page,"8800/3: Sarcoma, NOS",84 mo,II,0, 
Survival Summary Page,"8800/3: Sarcoma, NOS",84 mo,IINOS,0, 
Survival Summary Page,"8800/3: Sarcoma, NOS",84 mo,IIA,0, 
Survival Summary Page,"8800/3: Sarcoma, NOS",84 mo,IIB,0, 
Survival Summary Page,"8800/3: Sarcoma, NOS",84 mo,IIC,0, 
Survival Summary Page,"8800/3: Sarcoma, NOS",84 mo,IIEA,0, 
Survival Summary Page,"8800/3: Sarcoma, NOS",84 mo,IIEB,0, 
Survival Summary Page,"8800/3: Sarcoma, NOS",84 mo,IIE,0, 
Survival Summary Page,"8800/3: Sarcoma, NOS",84 mo,IISA,0, 
Survival Summary Page,"8800/3: Sarcoma, NOS",84 mo,IISB,0, 
Survival Summary Page,"8800/3: Sarcoma, NOS",84 mo,IIS,0, 
Survival Summary Page,"8800/3: Sarcoma, NOS",84 mo,IIESA,0, 
Survival Summary Page,"8800/3: Sarcoma, NOS",84 mo,IIESB,0, 
Survival Summary Page,"8800/3: Sarcoma, NOS",84 mo,IIES,0, 
Survival Summary Page,"8800/3: Sarcoma, NOS",84 mo,III,0, 
Survival Summary Page,"8800/3: Sarcoma, NOS",84 mo,IIINOS,0, 
Survival Summary Page,"8800/3: Sarcoma, NOS",84 mo,IIIA,0, 
Survival Summary Page,"8800/3: Sarcoma, NOS",84 mo,IIIB,0, 
Survival Summary Page,"8800/3: Sarcoma, NOS",84 mo,IIIC,0, 
Survival Summary Page,"8800/3: Sarcoma, NOS",84 mo,IIIEA,0, 
Survival Summary Page,"8800/3: Sarcoma, NOS",84 mo,IIIEB,0, 
Survival Summary Page,"8800/3: Sarcoma, NOS",84 mo,IIIE,0, 
Survival Summary Page,"8800/3: Sarcoma, NOS",84 mo,IIISA,0, 
Survival Summary Page,"8800/3: Sarcoma, NOS",84 mo,IIISB,0, 
Survival Summary Page,"8800/3: Sarcoma, NOS",84 mo,IIIS,0, 
Survival Summary Page,"8800/3: Sarcoma, NOS",84 mo,IIIESA,0, 
Survival Summary Page,"8800/3: Sarcoma, NOS",84 mo,IIIESB,0, 
Survival Summary Page,"8800/3: Sarcoma, NOS",84 mo,IIIES,0, 
Survival Summary Page,"8800/3: Sarcoma, NOS",84 mo,IV,0, 
Survival Summary Page,"8800/3: Sarcoma, NOS",84 mo,IVNOS,0, 
Survival Summary Page,"8800/3: Sarcoma, NOS",84 mo,IVA,0, 
Survival Summary Page,"8800/3: Sarcoma, NOS",84 mo,IVB,0, 
Survival Summary Page,"8800/3: Sarcoma, NOS",84 mo,IVC,0, 
Survival Summary Page,"8800/3: Sarcoma, NOS",84 mo,NA,47,11.611
Survival Summary Page,"8800/3: Sarcoma, NOS",84 mo,OCCULT,0, 
Survival Summary Page,"8800/3: Sarcoma, NOS",84 mo,UNK Stage,0, 
Survival Summary Page,"8800/3: Sarcoma, NOS",84 mo,Blank(s),27,6.667
Survival Summary Page,8801/3: Spindle cell sarcoma,84 mo,0,0, 
Survival Summary Page,8801/3: Spindle cell sarcoma,84 mo,0a,0, 
Survival Summary Page,8801/3: Spindle cell sarcoma,84 mo,0is,0, 
Survival Summary Page,8801/3: Spindle cell sarcoma,84 mo,I,0, 
Survival Summary Page,8801/3: Spindle cell sarcoma,84 mo,INOS,0, 
Survival Summary Page,8801/3: Spindle cell sarcoma,84 mo,IA,0, 
Survival Summary Page,8801/3: Spindle cell sarcoma,84 mo,IA1,0, 
Survival Summary Page,8801/3: Spindle cell sarcoma,84 mo,IA2,0, 
Survival Summary Page,8801/3: Spindle cell sarcoma,84 mo,IB,0, 
Survival Summary Page,8801/3: Spindle cell sarcoma,84 mo,IB1,0, 
Survival Summary Page,8801/3: Spindle cell sarcoma,84 mo,IB2,0, 
Survival Summary Page,8801/3: Spindle cell sarcoma,84 mo,IC,0, 
Survival Summary Page,8801/3: Spindle cell sarcoma,84 mo,IS,0, 
Survival Summary Page,8801/3: Spindle cell sarcoma,84 mo,IEA,0, 
Survival Summary Page,8801/3: Spindle cell sarcoma,84 mo,IEB,0, 
Survival Summary Page,8801/3: Spindle cell sarcoma,84 mo,IE,0, 
Survival Summary Page,8801/3: Spindle cell sarcoma,84 mo,ISA,0, 
Survival Summary Page,8801/3: Spindle cell sarcoma,84 mo,ISB,0, 
Survival Summary Page,8801/3: Spindle cell sarcoma,84 mo,II,0, 
Survival Summary Page,8801/3: Spindle cell sarcoma,84 mo,IINOS,0, 
Survival Summary Page,8801/3: Spindle cell sarcoma,84 mo,IIA,0, 
Survival Summary Page,8801/3: Spindle cell sarcoma,84 mo,IIB,0, 
Survival Summary Page,8801/3: Spindle cell sarcoma,84 mo,IIC,0, 
Survival Summary Page,8801/3: Spindle cell sarcoma,84 mo,IIEA,0, 
Survival Summary Page,8801/3: Spindle cell sarcoma,84 mo,IIEB,0, 
Survival Summary Page,8801/3: Spindle cell sarcoma,84 mo,IIE,0, 
Survival Summary Page,8801/3: Spindle cell sarcoma,84 mo,IISA,0, 
Survival Summary Page,8801/3: Spindle cell sarcoma,84 mo,IISB,0, 
Survival Summary Page,8801/3: Spindle cell sarcoma,84 mo,IIS,0, 
Survival Summary Page,8801/3: Spindle cell sarcoma,84 mo,IIESA,0, 
Survival Summary Page,8801/3: Spindle cell sarcoma,84 mo,IIESB,0, 
Survival Summary Page,8801/3: Spindle cell sarcoma,84 mo,IIES,0, 
Survival Summary Page,8801/3: Spindle cell sarcoma,84 mo,III,0, 
Survival Summary Page,8801/3: Spindle cell sarcoma,84 mo,IIINOS,0, 
Survival Summary Page,8801/3: Spindle cell sarcoma,84 mo,IIIA,0, 
Survival Summary Page,8801/3: Spindle cell sarcoma,84 mo,IIIB,0, 
Survival Summary Page,8801/3: Spindle cell sarcoma,84 mo,IIIC,0, 
Survival Summary Page,8801/3: Spindle cell sarcoma,84 mo,IIIEA,0, 
Survival Summary Page,8801/3: Spindle cell sarcoma,84 mo,IIIEB,0, 
Survival Summary Page,8801/3: Spindle cell sarcoma,84 mo,IIIE,0, 
Survival Summary Page,8801/3: Spindle cell sarcoma,84 mo,IIISA,0, 
Survival Summary Page,8801/3: Spindle cell sarcoma,84 mo,IIISB,0, 
Survival Summary Page,8801/3: Spindle cell sarcoma,84 mo,IIIS,0, 
Survival Summary Page,8801/3: Spindle cell sarcoma,84 mo,IIIESA,0, 
Survival Summary Page,8801/3: Spindle cell sarcoma,84 mo,IIIESB,0, 
Survival Summary Page,8801/3: Spindle cell sarcoma,84 mo,IIIES,0, 
Survival Summary Page,8801/3: Spindle cell sarcoma,84 mo,IV,0, 
Survival Summary Page,8801/3: Spindle cell sarcoma,84 mo,IVNOS,0, 
Survival Summary Page,8801/3: Spindle cell sarcoma,84 mo,IVA,0, 
Survival Summary Page,8801/3: Spindle cell sarcoma,84 mo,IVB,0, 
Survival Summary Page,8801/3: Spindle cell sarcoma,84 mo,IVC,0, 
Survival Summary Page,8801/3: Spindle cell sarcoma,84 mo,NA,26,17.170
Survival Summary Page,8801/3: Spindle cell sarcoma,84 mo,OCCULT,0, 
Survival Summary Page,8801/3: Spindle cell sarcoma,84 mo,UNK Stage,0, 
Survival Summary Page,8801/3: Spindle cell sarcoma,84 mo,Blank(s),12,8.333
Survival Summary Page,8802/3: Giant cell sarcoma,84 mo,0,0, 
Survival Summary Page,8802/3: Giant cell sarcoma,84 mo,0a,0, 
Survival Summary Page,8802/3: Giant cell sarcoma,84 mo,0is,0, 
Survival Summary Page,8802/3: Giant cell sarcoma,84 mo,I,0, 
Survival Summary Page,8802/3: Giant cell sarcoma,84 mo,INOS,0, 
Survival Summary Page,8802/3: Giant cell sarcoma,84 mo,IA,0, 
Survival Summary Page,8802/3: Giant cell sarcoma,84 mo,IA1,0, 
Survival Summary Page,8802/3: Giant cell sarcoma,84 mo,IA2,0, 
Survival Summary Page,8802/3: Giant cell sarcoma,84 mo,IB,0, 
Survival Summary Page,8802/3: Giant cell sarcoma,84 mo,IB1,0, 
Survival Summary Page,8802/3: Giant cell sarcoma,84 mo,IB2,0, 
Survival Summary Page,8802/3: Giant cell sarcoma,84 mo,IC,0, 
Survival Summary Page,8802/3: Giant cell sarcoma,84 mo,IS,0, 
Survival Summary Page,8802/3: Giant cell sarcoma,84 mo,IEA,0, 
Survival Summary Page,8802/3: Giant cell sarcoma,84 mo,IEB,0, 
Survival Summary Page,8802/3: Giant cell sarcoma,84 mo,IE,0, 
Survival Summary Page,8802/3: Giant cell sarcoma,84 mo,ISA,0, 
Survival Summary Page,8802/3: Giant cell sarcoma,84 mo,ISB,0, 
Survival Summary Page,8802/3: Giant cell sarcoma,84 mo,II,0, 
Survival Summary Page,8802/3: Giant cell sarcoma,84 mo,IINOS,0, 
Survival Summary Page,8802/3: Giant cell sarcoma,84 mo,IIA,0, 
Survival Summary Page,8802/3: Giant cell sarcoma,84 mo,IIB,0, 
Survival Summary Page,8802/3: Giant cell sarcoma,84 mo,IIC,0, 
Survival Summary Page,8802/3: Giant cell sarcoma,84 mo,IIEA,0, 
Survival Summary Page,8802/3: Giant cell sarcoma,84 mo,IIEB,0, 
Survival Summary Page,8802/3: Giant cell sarcoma,84 mo,IIE,0, 
Survival Summary Page,8802/3: Giant cell sarcoma,84 mo,IISA,0, 
Survival Summary Page,8802/3: Giant cell sarcoma,84 mo,IISB,0, 
Survival Summary Page,8802/3: Giant cell sarcoma,84 mo,IIS,0, 
Survival Summary Page,8802/3: Giant cell sarcoma,84 mo,IIESA,0, 
Survival Summary Page,8802/3: Giant cell sarcoma,84 mo,IIESB,0, 
Survival Summary Page,8802/3: Giant cell sarcoma,84 mo,IIES,0, 
Survival Summary Page,8802/3: Giant cell sarcoma,84 mo,III,0, 
Survival Summary Page,8802/3: Giant cell sarcoma,84 mo,IIINOS,0, 
Survival Summary Page,8802/3: Giant cell sarcoma,84 mo,IIIA,0, 
Survival Summary Page,8802/3: Giant cell sarcoma,84 mo,IIIB,0, 
Survival Summary Page,8802/3: Giant cell sarcoma,84 mo,IIIC,0, 
Survival Summary Page,8802/3: Giant cell sarcoma,84 mo,IIIEA,0, 
Survival Summary Page,8802/3: Giant cell sarcoma,84 mo,IIIEB,0, 
Survival Summary Page,8802/3: Giant cell sarcoma,84 mo,IIIE,0, 
Survival Summary Page,8802/3: Giant cell sarcoma,84 mo,IIISA,0, 
Survival Summary Page,8802/3: Giant cell sarcoma,84 mo,IIISB,0, 
Survival Summary Page,8802/3: Giant cell sarcoma,84 mo,IIIS,0, 
Survival Summary Page,8802/3: Giant cell sarcoma,84 mo,IIIESA,0, 
Survival Summary Page,8802/3: Giant cell sarcoma,84 mo,IIIESB,0, 
Survival Summary Page,8802/3: Giant cell sarcoma,84 mo,IIIES,0, 
Survival Summary Page,8802/3: Giant cell sarcoma,84 mo,IV,0, 
Survival Summary Page,8802/3: Giant cell sarcoma,84 mo,IVNOS,0, 
Survival Summary Page,8802/3: Giant cell sarcoma,84 mo,IVA,0, 
Survival Summary Page,8802/3: Giant cell sarcoma,84 mo,IVB,0, 
Survival Summary Page,8802/3: Giant cell sarcoma,84 mo,IVC,0, 
Survival Summary Page,8802/3: Giant cell sarcoma,84 mo,NA,3,0.000
Survival Summary Page,8802/3: Giant cell sarcoma,84 mo,OCCULT,0, 
Survival Summary Page,8802/3: Giant cell sarcoma,84 mo,UNK Stage,0, 
Survival Summary Page,8802/3: Giant cell sarcoma,84 mo,Blank(s),6,0.000
Survival Summary Page,8803/3: Small cell sarcoma,84 mo,0,0, 
Survival Summary Page,8803/3: Small cell sarcoma,84 mo,0a,0, 
Survival Summary Page,8803/3: Small cell sarcoma,84 mo,0is,0, 
Survival Summary Page,8803/3: Small cell sarcoma,84 mo,I,0, 
Survival Summary Page,8803/3: Small cell sarcoma,84 mo,INOS,0, 
Survival Summary Page,8803/3: Small cell sarcoma,84 mo,IA,0, 
Survival Summary Page,8803/3: Small cell sarcoma,84 mo,IA1,0, 
Survival Summary Page,8803/3: Small cell sarcoma,84 mo,IA2,0, 
Survival Summary Page,8803/3: Small cell sarcoma,84 mo,IB,0, 
Survival Summary Page,8803/3: Small cell sarcoma,84 mo,IB1,0, 
Survival Summary Page,8803/3: Small cell sarcoma,84 mo,IB2,0, 
Survival Summary Page,8803/3: Small cell sarcoma,84 mo,IC,0, 
Survival Summary Page,8803/3: Small cell sarcoma,84 mo,IS,0, 
Survival Summary Page,8803/3: Small cell sarcoma,84 mo,IEA,0, 
Survival Summary Page,8803/3: Small cell sarcoma,84 mo,IEB,0, 
Survival Summary Page,8803/3: Small cell sarcoma,84 mo,IE,0, 
Survival Summary Page,8803/3: Small cell sarcoma,84 mo,ISA,0, 
Survival Summary Page,8803/3: Small cell sarcoma,84 mo,ISB,0, 
Survival Summary Page,8803/3: Small cell sarcoma,84 mo,II,0, 
Survival Summary Page,8803/3: Small cell sarcoma,84 mo,IINOS,0, 
Survival Summary Page,8803/3: Small cell sarcoma,84 mo,IIA,0, 
Survival Summary Page,8803/3: Small cell sarcoma,84 mo,IIB,0, 
Survival Summary Page,8803/3: Small cell sarcoma,84 mo,IIC,0, 
Survival Summary Page,8803/3: Small cell sarcoma,84 mo,IIEA,0, 
Survival Summary Page,8803/3: Small cell sarcoma,84 mo,IIEB,0, 
Survival Summary Page,8803/3: Small cell sarcoma,84 mo,IIE,0, 
Survival Summary Page,8803/3: Small cell sarcoma,84 mo,IISA,0, 
Survival Summary Page,8803/3: Small cell sarcoma,84 mo,IISB,0, 
Survival Summary Page,8803/3: Small cell sarcoma,84 mo,IIS,0, 
Survival Summary Page,8803/3: Small cell sarcoma,84 mo,IIESA,0, 
Survival Summary Page,8803/3: Small cell sarcoma,84 mo,IIESB,0, 
Survival Summary Page,8803/3: Small cell sarcoma,84 mo,IIES,0, 
Survival Summary Page,8803/3: Small cell sarcoma,84 mo,III,0, 
Survival Summary Page,8803/3: Small cell sarcoma,84 mo,IIINOS,0, 
Survival Summary Page,8803/3: Small cell sarcoma,84 mo,IIIA,0, 
Survival Summary Page,8803/3: Small cell sarcoma,84 mo,IIIB,0, 
Survival Summary Page,8803/3: Small cell sarcoma,84 mo,IIIC,0, 
Survival Summary Page,8803/3: Small cell sarcoma,84 mo,IIIEA,0, 
Survival Summary Page,8803/3: Small cell sarcoma,84 mo,IIIEB,0, 
Survival Summary Page,8803/3: Small cell sarcoma,84 mo,IIIE,0, 
Survival Summary Page,8803/3: Small cell sarcoma,84 mo,IIISA,0, 
Survival Summary Page,8803/3: Small cell sarcoma,84 mo,IIISB,0, 
Survival Summary Page,8803/3: Small cell sarcoma,84 mo,IIIS,0, 
Survival Summary Page,8803/3: Small cell sarcoma,84 mo,IIIESA,0, 
Survival Summary Page,8803/3: Small cell sarcoma,84 mo,IIIESB,0, 
Survival Summary Page,8803/3: Small cell sarcoma,84 mo,IIIES,0, 
Survival Summary Page,8803/3: Small cell sarcoma,84 mo,IV,0, 
Survival Summary Page,8803/3: Small cell sarcoma,84 mo,IVNOS,0, 
Survival Summary Page,8803/3: Small cell sarcoma,84 mo,IVA,0, 
Survival Summary Page,8803/3: Small cell sarcoma,84 mo,IVB,0, 
Survival Summary Page,8803/3: Small cell sarcoma,84 mo,IVC,0, 
Survival Summary Page,8803/3: Small cell sarcoma,84 mo,NA,2,0.000
Survival Summary Page,8803/3: Small cell sarcoma,84 mo,OCCULT,0, 
Survival Summary Page,8803/3: Small cell sarcoma,84 mo,UNK Stage,0, 
Survival Summary Page,8803/3: Small cell sarcoma,84 mo,Blank(s),1,100.000
Survival Summary Page,8804/3: Epithelioid sarcoma,84 mo,0,0, 
Survival Summary Page,8804/3: Epithelioid sarcoma,84 mo,0a,0, 
Survival Summary Page,8804/3: Epithelioid sarcoma,84 mo,0is,0, 
Survival Summary Page,8804/3: Epithelioid sarcoma,84 mo,I,0, 
Survival Summary Page,8804/3: Epithelioid sarcoma,84 mo,INOS,0, 
Survival Summary Page,8804/3: Epithelioid sarcoma,84 mo,IA,0, 
Survival Summary Page,8804/3: Epithelioid sarcoma,84 mo,IA1,0, 
Survival Summary Page,8804/3: Epithelioid sarcoma,84 mo,IA2,0, 
Survival Summary Page,8804/3: Epithelioid sarcoma,84 mo,IB,0, 
Survival Summary Page,8804/3: Epithelioid sarcoma,84 mo,IB1,0, 
Survival Summary Page,8804/3: Epithelioid sarcoma,84 mo,IB2,0, 
Survival Summary Page,8804/3: Epithelioid sarcoma,84 mo,IC,0, 
Survival Summary Page,8804/3: Epithelioid sarcoma,84 mo,IS,0, 
Survival Summary Page,8804/3: Epithelioid sarcoma,84 mo,IEA,0, 
Survival Summary Page,8804/3: Epithelioid sarcoma,84 mo,IEB,0, 
Survival Summary Page,8804/3: Epithelioid sarcoma,84 mo,IE,0, 
Survival Summary Page,8804/3: Epithelioid sarcoma,84 mo,ISA,0, 
Survival Summary Page,8804/3: Epithelioid sarcoma,84 mo,ISB,0, 
Survival Summary Page,8804/3: Epithelioid sarcoma,84 mo,II,0, 
Survival Summary Page,8804/3: Epithelioid sarcoma,84 mo,IINOS,0, 
Survival Summary Page,8804/3: Epithelioid sarcoma,84 mo,IIA,0, 
Survival Summary Page,8804/3: Epithelioid sarcoma,84 mo,IIB,0, 
Survival Summary Page,8804/3: Epithelioid sarcoma,84 mo,IIC,0, 
Survival Summary Page,8804/3: Epithelioid sarcoma,84 mo,IIEA,0, 
Survival Summary Page,8804/3: Epithelioid sarcoma,84 mo,IIEB,0, 
Survival Summary Page,8804/3: Epithelioid sarcoma,84 mo,IIE,0, 
Survival Summary Page,8804/3: Epithelioid sarcoma,84 mo,IISA,0, 
Survival Summary Page,8804/3: Epithelioid sarcoma,84 mo,IISB,0, 
Survival Summary Page,8804/3: Epithelioid sarcoma,84 mo,IIS,0, 
Survival Summary Page,8804/3: Epithelioid sarcoma,84 mo,IIESA,0, 
Survival Summary Page,8804/3: Epithelioid sarcoma,84 mo,IIESB,0, 
Survival Summary Page,8804/3: Epithelioid sarcoma,84 mo,IIES,0, 
Survival Summary Page,8804/3: Epithelioid sarcoma,84 mo,III,0, 
Survival Summary Page,8804/3: Epithelioid sarcoma,84 mo,IIINOS,0, 
Survival Summary Page,8804/3: Epithelioid sarcoma,84 mo,IIIA,0, 
Survival Summary Page,8804/3: Epithelioid sarcoma,84 mo,IIIB,0, 
Survival Summary Page,8804/3: Epithelioid sarcoma,84 mo,IIIC,0, 
Survival Summary Page,8804/3: Epithelioid sarcoma,84 mo,IIIEA,0, 
Survival Summary Page,8804/3: Epithelioid sarcoma,84 mo,IIIEB,0, 
Survival Summary Page,8804/3: Epithelioid sarcoma,84 mo,IIIE,0, 
Survival Summary Page,8804/3: Epithelioid sarcoma,84 mo,IIISA,0, 
Survival Summary Page,8804/3: Epithelioid sarcoma,84 mo,IIISB,0, 
Survival Summary Page,8804/3: Epithelioid sarcoma,84 mo,IIIS,0, 
Survival Summary Page,8804/3: Epithelioid sarcoma,84 mo,IIIESA,0, 
Survival Summary Page,8804/3: Epithelioid sarcoma,84 mo,IIIESB,0, 
Survival Summary Page,8804/3: Epithelioid sarcoma,84 mo,IIIES,0, 
Survival Summary Page,8804/3: Epithelioid sarcoma,84 mo,IV,0, 
Survival Summary Page,8804/3: Epithelioid sarcoma,84 mo,IVNOS,0, 
Survival Summary Page,8804/3: Epithelioid sarcoma,84 mo,IVA,0, 
Survival Summary Page,8804/3: Epithelioid sarcoma,84 mo,IVB,0, 
Survival Summary Page,8804/3: Epithelioid sarcoma,84 mo,IVC,0, 
Survival Summary Page,8804/3: Epithelioid sarcoma,84 mo,NA,3,0.000
Survival Summary Page,8804/3: Epithelioid sarcoma,84 mo,OCCULT,0, 
Survival Summary Page,8804/3: Epithelioid sarcoma,84 mo,UNK Stage,0, 
Survival Summary Page,8804/3: Epithelioid sarcoma,84 mo,Blank(s),1,0.000
Survival Summary Page,8805/3: Undifferentiated sarcoma,84 mo,0,0, 
Survival Summary Page,8805/3: Undifferentiated sarcoma,84 mo,0a,0, 
Survival Summary Page,8805/3: Undifferentiated sarcoma,84 mo,0is,0, 
Survival Summary Page,8805/3: Undifferentiated sarcoma,84 mo,I,0, 
Survival Summary Page,8805/3: Undifferentiated sarcoma,84 mo,INOS,0, 
Survival Summary Page,8805/3: Undifferentiated sarcoma,84 mo,IA,0, 
Survival Summary Page,8805/3: Undifferentiated sarcoma,84 mo,IA1,0, 
Survival Summary Page,8805/3: Undifferentiated sarcoma,84 mo,IA2,0, 
Survival Summary Page,8805/3: Undifferentiated sarcoma,84 mo,IB,0, 
Survival Summary Page,8805/3: Undifferentiated sarcoma,84 mo,IB1,0, 
Survival Summary Page,8805/3: Undifferentiated sarcoma,84 mo,IB2,0, 
Survival Summary Page,8805/3: Undifferentiated sarcoma,84 mo,IC,0, 
Survival Summary Page,8805/3: Undifferentiated sarcoma,84 mo,IS,0, 
Survival Summary Page,8805/3: Undifferentiated sarcoma,84 mo,IEA,0, 
Survival Summary Page,8805/3: Undifferentiated sarcoma,84 mo,IEB,0, 
Survival Summary Page,8805/3: Undifferentiated sarcoma,84 mo,IE,0, 
Survival Summary Page,8805/3: Undifferentiated sarcoma,84 mo,ISA,0, 
Survival Summary Page,8805/3: Undifferentiated sarcoma,84 mo,ISB,0, 
Survival Summary Page,8805/3: Undifferentiated sarcoma,84 mo,II,0, 
Survival Summary Page,8805/3: Undifferentiated sarcoma,84 mo,IINOS,0, 
Survival Summary Page,8805/3: Undifferentiated sarcoma,84 mo,IIA,0, 
Survival Summary Page,8805/3: Undifferentiated sarcoma,84 mo,IIB,0, 
Survival Summary Page,8805/3: Undifferentiated sarcoma,84 mo,IIC,0, 
Survival Summary Page,8805/3: Undifferentiated sarcoma,84 mo,IIEA,0, 
Survival Summary Page,8805/3: Undifferentiated sarcoma,84 mo,IIEB,0, 
Survival Summary Page,8805/3: Undifferentiated sarcoma,84 mo,IIE,0, 
Survival Summary Page,8805/3: Undifferentiated sarcoma,84 mo,IISA,0, 
Survival Summary Page,8805/3: Undifferentiated sarcoma,84 mo,IISB,0, 
Survival Summary Page,8805/3: Undifferentiated sarcoma,84 mo,IIS,0, 
Survival Summary Page,8805/3: Undifferentiated sarcoma,84 mo,IIESA,0, 
Survival Summary Page,8805/3: Undifferentiated sarcoma,84 mo,IIESB,0, 
Survival Summary Page,8805/3: Undifferentiated sarcoma,84 mo,IIES,0, 
Survival Summary Page,8805/3: Undifferentiated sarcoma,84 mo,III,0, 
Survival Summary Page,8805/3: Undifferentiated sarcoma,84 mo,IIINOS,0, 
Survival Summary Page,8805/3: Undifferentiated sarcoma,84 mo,IIIA,0, 
Survival Summary Page,8805/3: Undifferentiated sarcoma,84 mo,IIIB,0, 
Survival Summary Page,8805/3: Undifferentiated sarcoma,84 mo,IIIC,0, 
Survival Summary Page,8805/3: Undifferentiated sarcoma,84 mo,IIIEA,0, 
Survival Summary Page,8805/3: Undifferentiated sarcoma,84 mo,IIIEB,0, 
Survival Summary Page,8805/3: Undifferentiated sarcoma,84 mo,IIIE,0, 
Survival Summary Page,8805/3: Undifferentiated sarcoma,84 mo,IIISA,0, 
Survival Summary Page,8805/3: Undifferentiated sarcoma,84 mo,IIISB,0, 
Survival Summary Page,8805/3: Undifferentiated sarcoma,84 mo,IIIS,0, 
Survival Summary Page,8805/3: Undifferentiated sarcoma,84 mo,IIIESA,0, 
Survival Summary Page,8805/3: Undifferentiated sarcoma,84 mo,IIIESB,0, 
Survival Summary Page,8805/3: Undifferentiated sarcoma,84 mo,IIIES,0, 
Survival Summary Page,8805/3: Undifferentiated sarcoma,84 mo,IV,0, 
Survival Summary Page,8805/3: Undifferentiated sarcoma,84 mo,IVNOS,0, 
Survival Summary Page,8805/3: Undifferentiated sarcoma,84 mo,IVA,0, 
Survival Summary Page,8805/3: Undifferentiated sarcoma,84 mo,IVB,0, 
Survival Summary Page,8805/3: Undifferentiated sarcoma,84 mo,IVC,0, 
Survival Summary Page,8805/3: Undifferentiated sarcoma,84 mo,NA,1,0.000
Survival Summary Page,8805/3: Undifferentiated sarcoma,84 mo,OCCULT,0, 
Survival Summary Page,8805/3: Undifferentiated sarcoma,84 mo,UNK Stage,0, 
Survival Summary Page,8805/3: Undifferentiated sarcoma,84 mo,Blank(s),1,0.000
Survival Summary Page,8806/3: Desmoplastic small round cell tumor,84 mo,0,0, 
Survival Summary Page,8806/3: Desmoplastic small round cell tumor,84 mo,0a,0, 
Survival Summary Page,8806/3: Desmoplastic small round cell tumor,84 mo,0is,0, 
Survival Summary Page,8806/3: Desmoplastic small round cell tumor,84 mo,I,0, 
Survival Summary Page,8806/3: Desmoplastic small round cell tumor,84 mo,INOS,0, 
Survival Summary Page,8806/3: Desmoplastic small round cell tumor,84 mo,IA,0, 
Survival Summary Page,8806/3: Desmoplastic small round cell tumor,84 mo,IA1,0, 
Survival Summary Page,8806/3: Desmoplastic small round cell tumor,84 mo,IA2,0, 
Survival Summary Page,8806/3: Desmoplastic small round cell tumor,84 mo,IB,0, 
Survival Summary Page,8806/3: Desmoplastic small round cell tumor,84 mo,IB1,0, 
Survival Summary Page,8806/3: Desmoplastic small round cell tumor,84 mo,IB2,0, 
Survival Summary Page,8806/3: Desmoplastic small round cell tumor,84 mo,IC,0, 
Survival Summary Page,8806/3: Desmoplastic small round cell tumor,84 mo,IS,0, 
Survival Summary Page,8806/3: Desmoplastic small round cell tumor,84 mo,IEA,0, 
